"timestamp","demand","price","time","diff"
"2016-11-30 12:28:00","0.488","13.66","1752005387010","1"
"2016-12-05 14:29:00","0.709","15.32","1752005387010","1"
"2016-11-29 15:28:00","0.475","13.56","1752005387010","1"
"2016-11-25 08:00:00","0.236","11.77","1752005387010","1"
"2016-12-17 10:33:00","0.229","11.72","1752005387010","1"
"2016-11-09 12:27:00","0.293","12.2","1752005387010","1"
"2016-12-06 12:29:00","0.464","13.48","1752005387010","1"
"2016-11-07 15:33:00","0.38","12.85","1752005387010","1"
"2016-10-23 13:59:00","0.453","13.4","1752005387010","1"
"2016-10-17 13:31:00","0.475","13.56","1752005387010","1"
"2016-11-03 08:00:00","0.245","11.84","1752005387010","1"
"2016-11-11 12:27:00","0.515","13.86","1752005387010","1"
"2016-11-09 14:27:00","0.548","14.11","1752005387010","1"
"2016-10-26 14:26:00","0.58","14.35","1752005387010","1"
"2016-12-18 16:03:00","0.446","13.35","1752005387010","1"
"2016-12-16 10:29:00","0.489","13.67","1752005387010","1"
"2016-11-10 14:00:00","0.384","12.88","1752005387010","1"
"2016-10-11 14:30:00","0.435","13.26","1752005387010","1"
"2016-10-13 11:04:00","0.514","13.86","1752005387010","1"
"2016-10-24 11:29:00","0.47","13.53","1752005387010","1"
"2016-11-12 10:00:00","0.36","12.7","1752005387010","1"
"2016-12-15 08:30:00","0.282","12.12","1752005387010","1"
"2016-10-15 14:01:00","0.446","13.35","1752005387010","1"
"2016-12-15 13:26:00","0.609","14.57","1752005387010","1"
"2016-12-11 12:32:00","0.407","13.05","1752005387010","1"
"2016-11-23 15:31:00","0.417","13.13","1752005387010","1"
"2016-10-08 14:03:00","0.372","12.79","1752005387010","1"
"2016-10-19 11:25:00","0.418","13.13","1752005387010","1"
"2016-10-15 15:27:00","0.302","12.26","1752005387010","1"
"2016-10-05 15:30:00","0.361","12.71","1752005387010","1"
"2016-11-22 07:57:00","0.214","11.61","1752005387010","1"
"2016-11-08 15:33:00","0.414","13.11","1752005387010","1"
"2016-10-15 10:27:00","0.275","12.06","1752005387010","1"
"2016-12-10 15:59:00","0.454","13.41","1752005387010","1"
"2016-12-01 08:25:00","0.192","11.44","1752005387010","1"
"2016-11-03 15:26:00","0.238","11.79","1752005387010","1"
"2016-10-13 08:31:00","0.341","12.56","1752005387010","1"
"2016-11-08 07:59:00","0.217","11.63","1752005387010","1"
"2016-12-18 12:56:00","0.503","13.77","1752005387010","1"
"2016-10-12 10:01:00","0.474","13.55","1752005387010","1"
"2016-11-06 15:00:00","0.425","13.19","1752005387010","1"
"2016-11-25 12:00:00","0.442","13.32","1752005387010","1"
"2016-10-08 09:30:00","0.191","11.43","1752005387010","1"
"2016-11-28 13:02:00","0.325","12.44","1752005387010","1"
"2016-12-10 11:02:00","0.246","11.84","1752005387010","1"
"2016-11-24 15:31:00","0.484","13.63","1752005387010","1"
"2016-10-22 08:59:00","0.182","11.37","1752005387010","1"
"2016-12-10 15:02:00","0.229","11.72","1752005387010","1"
"2016-10-16 14:01:00","0.559","14.19","1752005387010","1"
"2016-12-14 12:30:00","0.459","13.44","1752005387010","1"
"2016-12-12 14:02:00","0.434","13.25","1752005387010","1"
"2016-12-19 16:30:00","0.274","12.05","1752005387010","1"
"2016-11-04 13:26:00","0.631","14.73","1752005387010","1"
"2016-10-27 15:59:00","0.309","12.32","1752005387010","1"
"2016-11-30 10:28:00","0.515","13.86","1752005387010","1"
"2016-10-12 08:04:00","0.274","12.05","1752005387010","1"
"2016-12-07 14:59:00","0.245","11.84","1752005387010","1"
"2016-11-01 15:27:00","0.206","11.55","1752005387010","1"
"2016-10-07 08:30:00","0.248","11.86","1752005387010","1"
"2016-11-23 08:30:00","0.191","11.43","1752005387010","1"
"2016-11-14 12:00:00","0.357","12.68","1752005387010","1"
"2016-12-15 09:03:00","0.144","11.08","1752005387010","1"
"2016-11-27 14:02:00","0.416","13.12","1752005387010","1"
"2016-10-28 10:02:00","0.265","11.99","1752005387010","1"
"2016-10-10 09:30:00","0.398","12.98","1752005387010","1"
"2016-10-10 09:30:00","0.368","12.76","1752005387010","1"
"2016-10-31 15:00:00","0.251","11.88","1752005387010","1"
"2016-10-25 09:56:00","0.357","12.68","1752005387010","1"
"2016-10-18 13:54:00","0.46","13.45","1752005387010","1"
"2016-10-27 11:59:00","0.454","13.41","1752005387010","1"
"2016-10-24 09:30:00","0.274","12.05","1752005387010","1"
"2016-11-07 15:00:00","0.263","11.97","1752005387010","1"
"2016-11-28 11:32:00","0.33","12.48","1752005387010","1"
"2016-10-12 09:26:00","0.389","12.92","1752005387010","1"
"2016-12-01 08:25:00","0.328","12.46","1752005387010","1"
"2016-10-15 16:01:00","0.467","13.5","1752005387010","1"
"2016-10-11 13:31:00","0.441","13.31","1752005387010","1"
"2016-12-19 14:03:00","0.595","14.46","1752005387010","1"
"2016-11-23 13:04:00","0.543","14.07","1752005387010","1"
"2016-11-17 09:31:00","0.448","13.36","1752005387010","1"
"2016-10-09 16:03:00","0.304","12.28","1752005387010","1"
"2016-11-18 08:01:00","0.25","11.88","1752005387010","1"
"2016-11-23 11:04:00","0.547","14.1","1752005387010","1"
"2016-10-18 11:01:00","0.507","13.8","1752005387010","1"
"2016-10-07 09:57:00","0.346","12.6","1752005387010","1"
"2016-10-29 15:59:00","0.449","13.37","1752005387010","1"
"2016-11-22 13:57:00","0.438","13.29","1752005387010","1"
"2016-12-09 12:29:00","0.544","14.08","1752005387010","1"
"2016-12-18 08:03:00","0.361","12.71","1752005387010","1"
"2016-10-04 14:57:00","0.408","13.06","1752005387010","1"
"2016-11-14 09:27:00","0.323","12.42","1752005387010","1"
"2016-11-12 15:27:00","0.283","12.12","1752005387010","1"
"2016-12-02 15:58:00","0.302","12.26","1752005387010","1"
"2016-10-09 09:04:00","0.447","13.35","1752005387010","1"
"2016-10-31 08:26:00","0.28","12.1","1752005387010","1"
"2016-12-13 16:29:00","0.309","12.32","1752005387010","1"
"2016-11-19 08:31:00","0.188","11.41","1752005387010","1"
"2016-11-16 13:27:00","0.652","14.89","1752005387010","1"
"2016-11-05 15:00:00","0.469","13.52","1752005387010","1"
"2016-10-18 15:27:00","0.361","12.71","1752005387010","1"
"2016-11-07 11:59:00","0.301","12.26","1752005387010","1"
"2016-10-31 08:00:00","0.139","11.04","1752005387010","1"
"2016-11-17 15:58:00","0.23","11.73","1752005387010","1"
"2016-11-30 12:28:00","0.669","15.02","1752005387010","1"
"2016-11-10 13:00:00","0.328","12.46","1752005387010","1"
"2016-10-14 09:27:00","0.416","13.12","1752005387010","1"
"2016-11-10 11:00:00","0.609","14.57","1752005387010","1"
"2016-11-22 12:04:00","0.662","14.97","1752005387010","1"
"2016-11-11 12:00:00","0.506","13.79","1752005387010","1"
"2016-11-25 15:00:00","0.399","12.99","1752005387010","1"
"2016-10-25 12:02:00","0.673","15.05","1752005387010","1"
"2016-10-31 09:26:00","0.371","12.78","1752005387010","1"
"2016-11-17 13:31:00","0.629","14.72","1752005387010","1"
"2016-12-15 14:26:00","0.596","14.47","1752005387010","1"
"2016-10-05 09:30:00","0.375","12.81","1752005387010","1"
"2016-11-12 16:00:00","0.455","13.41","1752005387010","1"
"2016-10-11 15:33:00","0.35","12.62","1752005387010","1"
"2016-10-05 10:30:00","0.372","12.79","1752005387010","1"
"2016-11-17 11:31:00","0.457","13.43","1752005387010","1"
"2016-10-30 07:59:00","0.252","11.89","1752005387010","1"
"2016-11-23 11:31:00","0.285","12.14","1752005387010","1"
"2016-10-08 09:30:00","0.149","11.12","1752005387010","1"
"2016-11-11 10:00:00","0.399","12.99","1752005387010","1"
"2016-10-18 11:01:00","0.545","14.09","1752005387010","1"
"2016-10-11 12:30:00","0.535","14.01","1752005387010","1"
"2016-11-24 12:00:00","0.646","14.85","1752005387010","1"
"2016-11-14 12:27:00","0.539","14.04","1752005387010","1"
"2016-10-18 16:27:00","0.31","12.32","1752005387010","1"
"2016-11-19 15:31:00","0.433","13.25","1752005387010","1"
"2016-10-18 12:01:00","0.517","13.88","1752005387010","1"
"2016-12-19 14:03:00","0.493","13.7","1752005387010","1"
"2016-10-06 10:57:00","0.333","12.5","1752005387010","1"
"2016-11-24 09:34:00","0.367","12.75","1752005387010","1"
"2016-11-02 11:56:00","0.379","12.84","1752005387010","1"
"2016-11-13 15:27:00","0.431","13.23","1752005387010","1"
"2016-11-02 15:29:00","0.455","13.41","1752005387010","1"
"2016-11-29 15:28:00","0.437","13.28","1752005387010","1"
"2016-11-10 15:00:00","0.519","13.89","1752005387010","1"
